HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN
2010-64,20101231,(주)더써머스,건강기능식품수입업,경기도 수원시 권선구,은행잎추출물,"인의 기억력 개선에 도움을 줄 수 있음 (기타기능II)
혈행 개선에 도움을 줄 수 있음 (기타기능II)",은행잎 추출물로서 120 mg/일,"① 어린이, 임산부와 수유부는 섭취에 주의하시기 
   바랍니다.
② 수술 전후에는 섭취에 주의하시기 바랍니다. 
③ 항응고제 복용시 섭취에 주의하시기 바랍니다. 
④ 질환자의 경우 섭취 전에 의사와 상담하여 주시기     바랍니다."
2012-37,20121227,주식회사 뉴트리플랜,건강기능식품수입업,경기도 고양시 일산동구,토마토추출물,"항산화에 도움을 줄 수 있음
 (생리활성기능 2등급)",(all-trans)-lycopene 으로서 5.7~15 mg/일,"1) 임산부, 수유여성 및 어린이는 섭취에 주의"
2010-16,20100405,(주)대덕약업,건강기능식품수입업,경기도 수원시 팔달구,밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오"
2007-10,20070730,(주)신화바이오,,서울특별시 용산구,글루코사민,"-관절 및 연골의 구성성분
-관절 및 연골을 튼튼히 하는데 도움
-관절 및 연골건강에 도움",(글루코사민 염산염으로서),
2007-11,20070731,삼성물산(주),건강기능식품수입업,서울특별시 서초구,미쯔비시 코엔자임Q10,"""코엔자임 Q10은 항산화에 도움을 줄 수 있습니다.” (기타기능II)",.,"영유아, 임산부는 섭취를 삼가야 합니다."
2007-20,20071206,(주)케어메딕스,건강기능식품수입업,대전광역시 대덕구,Dimethylsulfone(MSM),"""Dimethylsulfone(MSM)은 관절건강에 도움이 될 수 있습니다.” (기타기능II)",.,본 제품은 관절건강에 도움을 줄 수 있으나 치료의 목적으로 사용될 수 없습니다.
2007-21,20071207,롯데쇼핑주식회사,건강기능식품수입업,경기도 안산시 단원구,유단백가수분해물(락티움),“유단백가수분해물은 스트레스로 인한 긴장을 완화하는데 도움을 줄 수 있습니다”(기타Ⅱ),유단백가수분해물(락티움)로서,"- 임산부, 수유여성 및 12세 이하 어린이는 섭취에 주의하여야 합니다.
 - 우유 및 유제품에 대하여 알레르기를 나타내는 사람은 섭취에 주의하여야 합니다."
2010-67,20101231,(주)동일팜텍,건강기능식품수입업,서울특별시 강남구,은행잎추출물,"성인의 기억력 개선에 도움을 줄 수 있음 (기타기능II)
혈행 개선에 도움을 줄 수 있음 (기타기능II)",은행잎 추출물로서 120 mg/일,"① 어린이, 임산부와 수유부는 섭취에 주의하시기 
   바랍니다.
② 수술 전후에는 섭취에 주의하시기 바랍니다. 
③ 항응고제 복용시 섭취에 주의하시기 바랍니다. 
④ 질환자의 경우 섭취 전에 의사와 상담하여 주시기     바랍니다."
2008-27,20080523,씨제이제일제당(주),건강기능식품수입업,서울특별시 중구,대두이소플라본,"“뼈 건강에 도움을 줄 수 있습니다."" (기타기능 II)",이소플라본 비배당체로서 25~27mg/day,"1) 섭취 대상자는 폐경기 여성임.
2) 임산부와 수유 여성은 섭취를 삼가야 함.
3) 영유아, 어린이는 섭취를 삼가야 함.
4) 대두 이소플라본에 민감한 사람은 섭취를 삼가야 함.
5) 갑상선, 유방암, 자궁내막암, 방광암 환자 등은 섭취를 삼가야 함."
2008-39,20080808,(주)디에스엠뉴트리션코리아,건강기능식품수입업,서울특별시 서초구,수용화 코큐텐 분말 ALL-Q,"코엔자임Q10은 항산화에 도움을 줄 수 있습니다.
(기타II 등급)",코엔자임Q10으로써 90~100mg,-
2007-16,20071011,이엔지바이오(주),건강기능식품수입업,경상북도 고령군,내츄럴아스타잔틴컴플렉스,“헤마토코쿠스 CO2 초임계추출물의 섭취는 눈의 피로도 개선에 도움을 줄 수 있습니다.”(기타Ⅱ등급),(Astaxanthin 으로서 4~12 mg/day),"- 제안된 섭취량 이상 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.                                                             
 - 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.                                                                                                                                                                                                                                                                              
 - β-carotene의 흡수를 저해할 수 있습니다."
2008-82,20081230,아사히고도(주)서울영업소,건강기능식품수입업,서울특별시 송파구,쏘팔메토 열매 추출물(Palmetto RossoTM),“쏘팔메토 열매추출물은 전립선 건강의 유지에 도움을 줄 수 있습니다” (기타기능II),쏘팔메토 열매추출물로서 320mg,"1) 임산부 및 수유여성은 섭취에 주의
2) 메스꺼움이나 설사 등 소화계통의 불편함을 유발할 수 있음"
2010-43,20100909,(주)미스바알텍,건강기능식품수입업,충청남도 아산시,탈지달맞이꽃종자주정추출물,당의 흡수를 억제하여 식후 혈당상승억제에 도움을 줄 수 있음 (기타기능II),탈지달맞이꽃종자주정추출물로서 200～300 mg/일,-
2009-4,20090128,한국마쯔다니(주),건강기능식품수입업,경기도 성남시 분당구,난소화성말토덱스트린,혈중 중성지질 개선에 도움을 줄 수 있음(기타기능 II),난소화성말토덱스트린으로서 15~30g,건강기능식품공전 II.2.4.4.4 난소화성말토덱스트린과 동일
2009-6,20090129,코그니스코리아(주),건강기능식품수입업,서울특별시 서초구,Tonalin CLA TG,"“과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다."" (기타기능 II)",공액리놀레산으로서 1.7~4.0 g/day,"1) 위장장애가 발생할 수 있습니다.
2) 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3) 식사조절, 운동을 병행하는 것이 바람직합니다."
2009-67,20090821,(사)대한잠사회,수입식품등 수입ㆍ판매업,서울특별시 영등포구,동결건조누에분말,“혈당조절에 도움을 줄 수 있음(기타Ⅱ)”,동결건조누에분말로서 2.7g/일,1) 당뇨병의 치료 및 예방에 사용될 수 없으므로 당뇨병 치료가 필요한 경우에는 의사와 상담 하에 사용하여야 합니다.
2015-3,20150105,(주)백중인터내셔널,,서울특별시 서초구,오메가-3 지방산 함유 유지,별도첨부,별도첨부,고시형 원료의 기능성 추가
2010-19,20100405,(주)뉴트리,건강기능식품수입업,경기도 성남시 중원구,라피노스,1) 장내 유익균의 증식과 유해균의 억제에 도움을 줄 수 있습니다.(기타기능 II) 2) 배변활동을 원활히 하는데 도움을 줄 수 있습니다.(기타기능 II),라피노스로서 3~5g,1) 섭취량 이상 섭취 시 설사를 일으킬 수 있습니다.
2008-34,20080623,(주)케이씨에프코리아,건강기능식품수입업,서울특별시 광진구,표고버섯균사체 AHCC,“신체방어능력향상에 도움이 될 수 있으나 인체시험을 통한 확인이 필요함”,표고버섯균사체 AHCC로서 1.8~3.6 g/day,-
2008-51,20081002,(주)환이,건강기능식품수입업,경기도 과천시,토마토추출물,“항산화에 도움을 줄 수 있음” (기타기능 II),(all-trans)-lycopene 으로서 5.7~1.5mg/일,"1) 알레르기 체질이신 분은 개인에 따라 과민반응을 나타낼 수 있습니다.
2) 라이코펜이 함유된 식품을 과량 섭취 시 피부색이 오렌지색으로 변할 수 있습니다."
2014-38,20140813,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 관악구,감마리놀렌산 함유 유지,월경 전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로서 210 ～ 300 mg/일,「건강기능식품 기능성 원료 및 기준․규격  인정에 관한 규정」 제10조제2항에 따라 「건강기능식품의 기준 및 규격」에 고시 예정임
2008-1,20080111,뉴트리펀코리아컨설팅,건강기능식품수입업,경기도 고양시 일산동구,루테인추출복합물OS20,“루테인은 노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어 눈건강에 도움을 줍니다.(기타Ⅰ등급)”,Lutein 으로써 10~20mg,"1) 임산부는 섭취 전 의사와 상담이 필요합니다.
2) 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다."
2008-2,20080111,뉴트리펀코리아컨설팅,건강기능식품수입업,경기도 고양시 일산동구,루테인추출복합분말CWD10,“루테인은 노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어 눈건강에 도움을 줍니다.(기타Ⅰ등급)”,Lutein 으로써 10~20mg,"1) 임산부는 섭취 전 의사와 상담이 필요합니다.
2) 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다."
2009-15,20090227,동서식품주식회사,건강기능식품수입업,인천광역시 부평구,커피만노올리고당분말,"“장내 유익균 증식, 유해균 억제, 배변활동에 도움을 줄 수 있음"" (기타기능 II)",만노올리고당으로서 1.0 g/day,"1) 어린이, 임산부, 수유기 여성은 섭취에 주의하십시오.
2) 과량 섭취 시 복부팽만감을 느낄 수 있습니다."
2008-63,20081017,(주)주피터인터내셔널,건강기능식품수입업,서울특별시 서초구,Kaneka Q10,코엔자임Q10은 항산화에 도움을 줄 수 있습니다.,코엔자임Q10으로써 90~100 mg/일,-
2008-45,20080908,동우약품(주),건강기능식품수입업,서울특별시 강남구,동우코엔자임Q10,"""코엔자임 Q10은 혈압이 높은 사람에게도움을 줄 수 있습니다."" (기타기능II)",90~100mg,-
2008-53,20081004,(주)태성뉴트라테크,건강기능식품수입업,서울특별시 강남구,CLARIONL 공액리놀렌산(트리글리세라이드 형태),“과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다.” (기타기능 II)“,총 공액리놀레산으로서 2.4g/day,"1) 위장장애가 발생할 수 있습니다.
2) 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3) 식사조절, 운동을 병행하는 것이 바람직합니다."
2006-23,20060928,(주)대덕약업,건강기능식품수입업,경기도 수원시 팔달구,FK-23(Enterococcus faecalis 가열처리 건조분말),"""비특이적 면역을 증강시키는데 도움을 줄 수 있으나 인체시험에서의 확인이 필요합니다."" 
(기타기능III)",.,
2014-59,20141118,주식회사 노바렉스,건강기능식품전문제조업,충청북도 청주시 청원구,감마리놀렌산 함유 유지,월경 전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로서 210~300 mg/g일,「건강기능식품 기능성 원료 및 기준․규격  인정에 관한 규정」 제10조제2항에 따라 「건강기능식품의 기준 및 규격」에 고시 예정임
2010-27,20100531,주식회사 노바렉스,건강기능식품전문제조업,충청북도 청주시 청원구,회화나무 열매 추출물,갱년기 여성의 건강에 도움을 줄 수 있음(생리활성기능 2등급),회화나무열매추출물로서 350 mg/일,"1) 어린이, 임산부 및 수유부는 섭취를 피하는 것이 좋습니다.
2) 에스트로겐 호르몬에 민감한 사람은 섭취에 주의하시기 바랍니다."
2008-65,20081022,주식회사 노바렉스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구,지아잔틴 추출물,노화로 인해 감소될 수 있는 황반색소밀도를 유지시켜 주어 눈건강에 도움을 줍니다. (생리활성기능 1등급),지아잔틴으로서 10~20mg,"1) 임산부는 섭취 전 의사와 상담이 필요합니다.
2) 과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다."
2016-13,20160823,(주)유니젠,건강기능식품수입업,충청남도 천안시 동남구,EPA & DHA 함유 유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음,"DHA와 EPA의 합으로써, 0.6~1g",
2009-10,20090224,타이요인터코리아(주),건강기능식품수입업,서울특별시 서초구,구아검가수분해물(Sunfiberⓡ),"""장내 유익균 증식에 도움을 줄 수 있음(기타기능 II)""",구아검가수분해물로서 7~21g,1) 건강기능식품공전 II.2.4.4.1 구아검/구아검가수분해물
2009-20,20090306,롯데푸드(주),,서울특별시 영등포구,중쇄지방산(MCFA) 함유유지,이 제품은 중쇄지방산을 함유하고 있어 다른 식용유와 비교하였을 때 체지방 증가가 적을 수 있음(기타기능II),일반 식용유 섭취방법과 동일,-
2009-40,20090429,(주)트리언인터내셔널,수입식품등 수입ㆍ판매업,서울특별시 성동구,락추로스분말,"“유익균 증식, 유해균 억제에 도움을 줄 수 있습니다.”(기타기능 II)","락추로스 분말로서 650~3,000 mg",1) 과량 섭취 시 위장관계 계통의 이상반응 및 전해질 이상 등이 나타날 수 있음
2009-25,20090408,씨제이웰케어,수입식품등 수입ㆍ판매업,서울특별시 중구,호프추출물,“호프추출물은 관절 건강에 도움을 줄 수 있습니다” (기타기능II),호프추출물로서 1~2g,"1) 어린이, 임산부 및 수유여성은 섭취에 주의
2) 호프추출물에 알레르기 반응을 나타내는 분은 섭취에 주의
3) 항우울제 또는 호르몬제를 복용하시는 분은 섭취에 주의"
2004-9,20041022,한국마쯔다니(주),,경기도 성남시 분당구,난소화성말토덱스트린,"""난소화성말토덱스트린은 식사와 함께 섭취하면 당의 흡수를 억제시켜 식후 혈당 조절에 도움을 줄 수 있습니다.""

◆ 인체시험에서 난소화성말토덱스트린을 식사와 함께 섭취할 경우 당의 흡수를 억제시켜 식후 혈당 조절에 도움을 줄 수 있음을 확인하였으나 자료의 수가 제한되어 있음. 따라서 반드시 ‘---에 도움을 줄 수 있습니다’의 형식으로 표시하여야 함.",‘난소화성말토덱스트린’로서,◆ 난소화성말토덱스트린은 당뇨병의 치료 및 예방에 사용될 수 없으므로 당뇨병 치료가 필요한 경우에는 의사와 상담 하에 사용하여야 합니다.
